Cameron Healthcare Partners - General Ledger
January 1 - December 31, 2025

Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Party,Remarks
2025-11-28,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,74.08,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211799 - Payroll Clearing Account - CHP,229.07,,Journal Entry,ACC-JV-2026-00097,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Nu Era Benefits
2025-11-28,211799 - Payroll Clearing Account - CHP,891.96,,Journal Entry,ACC-JV-2026-00098,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-28,211799 - Payroll Clearing Account - CHP,500.61,,Journal Entry,ACC-JV-2026-00099,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-11-28,211799 - Payroll Clearing Account - CHP,,229.07,Journal Entry,ACC-JV-2026-00364,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,Note: Nu Era resolution for ACC-JV-2026-00097. Nu Era Benefits Nov - clear from 211799 to 211722
2025-11-28,211799 - Payroll Clearing Account - CHP,,"5,180.44",Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211799 - Payroll Clearing Account - CHP,,"1,485.53",Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,211799 - Payroll Clearing Account - CHP,,500.61,Journal Entry,ACC-JV-2026-00385,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Severance Eden Tran taxes (check date 12/02/2025
2025-11-28,211799 - Payroll Clearing Account - CHP,,891.96,Journal Entry,ACC-JV-2026-00384,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Severance Eden Tran net pay (check date 12/02/20
2025-11-28,420104 - Salary - CHP,"1,458.33",,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420104 - Salary - CHP,"3,958.33",,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420104 - Salary - CHP,"1,458.33",,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420104 - Salary - CHP,0.03,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420131 - Social Security - Employer - CHP,63.84,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420131 - Social Security - Employer - CHP,230.62,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420131 - Social Security - Employer - CHP,90.42,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420132 - Employer Medicare Tax - CHP,14.93,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420132 - Employer Medicare Tax - CHP,53.94,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420132 - Employer Medicare Tax - CHP,21.15,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2026-00366,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 211799 - Payroll Clearing Account - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420199 - Garnishment and Taxes not paid by Rippling - CHP,,1.30,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-28,420199 - Garnishment and Taxes not paid by Rippling - CHP,,15.36,Journal Entry,ACC-JV-2026-00366,"420132 - Employer Medicare Tax - CHP, 420104 - Salary - CHP, 420131 - Social Security - Employer - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP",,Note: [Rippling] Employee net pay for check date 11/28/2025
2025-11-30,111006 - Mercury Checking (CHP-4128) - CHP,,7.42,Journal Entry,ACC-JV-2026-00096,420092 - Postage - CHP,,Note: USPS
2025-11-30,420092 - Postage - CHP,7.42,,Journal Entry,ACC-JV-2026-00096,111006 - Mercury Checking (CHP-4128) - CHP,,Note: USPS
2025-12-01,111006 - Mercury Checking (CHP-4128) - CHP,,"2,220.00",Journal Entry,ACC-JV-2026-00091,420002 - Building & Property Rent - CHP,,"Note: MB7 Chase Account (Mind Body Psychiatry, P.C.)"
2025-12-01,111006 - Mercury Checking (CHP-4128) - CHP,,"2,542.79",Journal Entry,ACC-JV-2026-00092,411005 - Equipment Rental - COGS - CHP,,"Note: MB7 TD Bank Account (Mind Body Psychiatry, P.C.)"
2025-12-01,111006 - Mercury Checking (CHP-4128) - CHP,,4.80,Journal Entry,ACC-JV-2026-00093,420214 - Software & Apps - CHP,,Note: DigitalOcean
2025-12-01,111006 - Mercury Checking (CHP-4128) - CHP,,16.32,Journal Entry,ACC-JV-2026-00094,420308 - Community Programming - CHP,,Note: Amazon Prime
2025-12-01,111006 - Mercury Checking (CHP-4128) - CHP,,24.90,Journal Entry,ACC-JV-2026-00095,420214 - Software & Apps - CHP,,Note: Frappe Cloud
2025-12-01,411005 - Equipment Rental - COGS - CHP,"2,542.79",,Journal Entry,ACC-JV-2026-00092,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: MB7 TD Bank Account (Mind Body Psychiatry, P.C.)"
2025-12-01,420002 - Building & Property Rent - CHP,"2,220.00",,Journal Entry,ACC-JV-2026-00091,111006 - Mercury Checking (CHP-4128) - CHP,,"Note: MB7 Chase Account (Mind Body Psychiatry, P.C.)"
2025-12-01,420214 - Software & Apps - CHP,4.80,,Journal Entry,ACC-JV-2026-00093,111006 - Mercury Checking (CHP-4128) - CHP,,Note: DigitalOcean
2025-12-01,420214 - Software & Apps - CHP,24.90,,Journal Entry,ACC-JV-2026-00095,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Frappe Cloud
2025-12-01,420308 - Community Programming - CHP,16.32,,Journal Entry,ACC-JV-2026-00094,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Amazon Prime
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,771.36,Journal Entry,ACC-JV-2026-00085,211799 - Payroll Clearing Account - CHP,,Note: PEOPLE CENTER
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,88.84,Journal Entry,ACC-JV-2026-00086,211799 - Payroll Clearing Account - CHP,,Note: PEOPLE CENTER
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,554.39,Journal Entry,ACC-JV-2026-00087,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,144.05,Journal Entry,ACC-JV-2026-00088,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,828.48,Journal Entry,ACC-JV-2026-00089,420083 - Team Meals - CHP,,Note: From Here & Bean There
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,517.30,Journal Entry,ACC-JV-2026-00090,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,891.96,Journal Entry,ACC-JV-2026-00313,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420111 - Severance - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,,500.61,Journal Entry,ACC-JV-2026-00313,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420111 - Severance - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,144.05,,Journal Entry,ACC-JV-2026-00387,211799 - Payroll Clearing Account - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Nov 16-30 Eden Tran taxes (check date 12/05/2025
2025-12-02,111006 - Mercury Checking (CHP-4128) - CHP,554.39,,Journal Entry,ACC-JV-2026-00386,211799 - Payroll Clearing Account - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Nov 16-30 Eden Tran net pay (check date 12/05/20
2025-12-02,211799 - Payroll Clearing Account - CHP,771.36,,Journal Entry,ACC-JV-2026-00085,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PEOPLE CENTER
2025-12-02,211799 - Payroll Clearing Account - CHP,88.84,,Journal Entry,ACC-JV-2026-00086,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PEOPLE CENTER
2025-12-02,211799 - Payroll Clearing Account - CHP,554.39,,Journal Entry,ACC-JV-2026-00087,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-12-02,211799 - Payroll Clearing Account - CHP,144.05,,Journal Entry,ACC-JV-2026-00088,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-12-02,211799 - Payroll Clearing Account - CHP,,88.84,Journal Entry,ACC-JV-2026-00374,420101 - Payroll Service Fees - CHP,,Note: People Center resolution for ACC-JV-2026-00086. People Center Dec 2 - clear from 211799 to 420
2025-12-02,211799 - Payroll Clearing Account - CHP,,771.36,Journal Entry,ACC-JV-2026-00375,420101 - Payroll Service Fees - CHP,,Note: People Center resolution for ACC-JV-2026-00085. People Center Dec 2 - clear from 211799 to 420
2025-12-02,211799 - Payroll Clearing Account - CHP,,144.05,Journal Entry,ACC-JV-2026-00387,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Nov 16-30 Eden Tran taxes (check date 12/05/2025
2025-12-02,211799 - Payroll Clearing Account - CHP,,554.39,Journal Entry,ACC-JV-2026-00386,111006 - Mercury Checking (CHP-4128) - CHP,,Note: PAYROLL_CORRECTION: Dr 111006 / Cr 211799 for Nov 16-30 Eden Tran net pay (check date 12/05/20
2025-12-02,420083 - Team Meals - CHP,828.48,,Journal Entry,ACC-JV-2026-00089,111006 - Mercury Checking (CHP-4128) - CHP,,Note: From Here & Bean There
2025-12-02,420101 - Payroll Service Fees - CHP,88.84,,Journal Entry,ACC-JV-2026-00374,211799 - Payroll Clearing Account - CHP,,Note: People Center resolution for ACC-JV-2026-00086. People Center Dec 2 - clear from 211799 to 420
2025-12-02,420101 - Payroll Service Fees - CHP,771.36,,Journal Entry,ACC-JV-2026-00375,211799 - Payroll Clearing Account - CHP,,Note: People Center resolution for ACC-JV-2026-00085. People Center Dec 2 - clear from 211799 to 420
2025-12-02,420105 - Base Pay - CHP,625.00,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420111 - Severance - CHP,625.00,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420131 - Social Security - Employer - CHP,77.50,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420132 - Employer Medicare Tax - CHP,18.13,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420133 - Federal Unemployment Insurance Tax - CHP,1.84,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420138 - New York Re-Employment Service Fund - CHP,0.94,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420139 - State Unemployment Insurance Tax - NY - CHP,50.31,,Journal Entry,ACC-JV-2026-00313,"420199 - Garnishment and Taxes not paid by Rippling - CHP, 111006 - Mercury Checking (CHP-4128) - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420199 - Garnishment and Taxes not paid by Rippling - CHP,,0.65,Journal Entry,ACC-JV-2026-00313,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420111 - Severance - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420199 - Garnishment and Taxes not paid by Rippling - CHP,,0.65,Journal Entry,ACC-JV-2026-00313,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420111 - Severance - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420199 - Garnishment and Taxes not paid by Rippling - CHP,,2.43,Journal Entry,ACC-JV-2026-00313,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420111 - Severance - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420199 - Garnishment and Taxes not paid by Rippling - CHP,,2.42,Journal Entry,ACC-JV-2026-00313,"420133 - Federal Unemployment Insurance Tax - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420105 - Base Pay - CHP, 420111 - Severance - CHP, 420132 - Employer Medicare Tax - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420131 - Social Security - Employer - CHP",,Note: [Rippling] Employee net pay for check date 12/02/2025
2025-12-02,420306 - Google Search Ad Spend - CHP,517.30,,Journal Entry,ACC-JV-2026-00090,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
